id,word,age,recommendedGrade,difficulty,pattern,syllableCountHint,gameModes,needsMeaningSentence,sourceNote,dataTier,reviewStatus
sb5x-6-0035,mat,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0036,pad,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0037,pan,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0038,rag,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0039,ram,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0040,ran,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0041,rat,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0042,sad,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0043,sat,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0044,tag,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0045,van,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0046,wag,6,Grade 1,easy,short a CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0047,bed,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0048,fed,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0049,hen,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0050,jet,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0051,led,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0052,men,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0053,net,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0054,pen,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0055,pet,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0056,red,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0057,ten,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0058,wet,6,Grade 1,easy,short e CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0059,big,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0060,bit,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0061,dig,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0062,fig,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0063,fin,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0064,hit,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0065,kit,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0066,pig,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0067,pin,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0068,sit,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0069,tin,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0070,wig,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0071,win,6,Grade 1,easy,short i CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0072,box,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0073,dog,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0074,fog,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0075,fox,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0076,hop,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0077,log,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0078,mop,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0079,pop,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0080,top,6,Grade 1,easy,short o CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0081,bud,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0082,bug,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0083,bun,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0084,bus,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0085,cup,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0086,cut,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0087,fun,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0088,hug,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0089,hut,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0090,mud,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0091,nut,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0092,pup,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0093,rug,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0094,run,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0095,sun,6,Grade 1,easy,short u CVC,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0096,clap,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0097,drop,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0098,fast,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0099,flag,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0100,frog,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0101,glad,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0102,grip,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0103,hand,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0104,jump,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0105,lamp,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0106,lost,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0107,milk,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0108,nest,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0109,plan,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0110,plum,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0111,pond,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0112,skip,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0113,stop,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0114,swim,6,Grade 1,easy,simple blends,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,original_app_safe_word_bank_curated_from_spelling_scope_sequence,core_curated,ready
sb5x-6-0115,brick,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0116,brush,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0117,buck,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0118,bush,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0119,chant,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0120,chart,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0121,chest,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0122,chick,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0123,child,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0124,clock,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0125,deck,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0126,dish,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0127,flash,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0128,fresh,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0129,lock,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0130,mouth,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0131,quick,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0132,shade,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0133,shell,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0134,shoe,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0135,short,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0136,stick,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0137,thing,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0138,truck,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0139,wash,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0140,watch,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0141,whale,6,Grade 1,easy,digraphs and special letter teams,2,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
sb5x-6-0142,wish,6,Grade 1,easy,digraphs and special letter teams,1,missingLetter|realBeeChallenge|soundBuilder|wordFamily,True,expanded_original_app_safe_word_bank,expanded_curated,ready
